Name,IMDB Rating,Duration,Year,Age,Genres
Besh Korechi Prem Korechi,5,143 min,2015,All Ages,"Comedy, Comedy: Action/Adventure, Romance, World Cinema: Indian"
Aaina,6.1,149 min,1993,16+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian"
Bojhena Shey Bojhena,7.7,140 min,2012,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Main Prem Ki Diwani Hoon,4,197 min,2003,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Woh Lamhe,6.7,130 min,2006,18+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Gangster A Love Story,7.2,120 min,2006,NR,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Crime, Romance, World Cinema: Indian"
Romeo,5.9,109 min,2014,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Maine Pyar Kiya,7.4,192 min,1989,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Vasu,6.8,146 min,2004,All Ages,"Drama: Comedy, Drama: Romance, Romance: Drama, World Cinema: Indian"
Highway,6.1,114 min,2014,18+,"Drama, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian"
Aashiqui,6.3,144 min,1990,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Okkadu,8.1,162 min,2003,All Ages,"Romance: Action/Adventure, World Cinema: Indian"
Chori Chori,8,136 min,1956,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Romance: Drama, World Cinema: Indian"
Dil Hai Ki Manta Nahin,7.4,154 min,1991,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Joggers Park,6.3,133 min,2003,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Majnu,6.2,126 min,2013,All Ages,"Drama: Comedy, Romance: Drama, World Cinema: Indian"
Chandamama,7,142 min,2007,All Ages,"Drama: Comedy, Drama: Romance, Romance, World Cinema: Indian"
Kati Patang,7.2,148 min,All Ages,CC,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Premer Kahini,6.2,150 min,2008,All Ages,"Drama, Romance, World Cinema: Indian"
Jaya Ganga,7.3,79 min,1996,18+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
A Aa E Ee,6,137 min,2009,All Ages,"Comedy, Romance, World Cinema: Indian"
Unnai Ninaithu,8.4,163 min,2002,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Prem Amar,6.8,150 min,2009,13+,"Romance, Romance: Drama, World Cinema: Indian"
Break Up,,131 min,2013,13+,"Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian"
Ontari,6,141 min,2008,13+,"Drama: Crime, Romance: Action/Adventure, World Cinema: Indian"
Sapnay,7,142 min,1997,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Kadhal Desam,7,142 min,1996,All Ages,"Romance, World Cinema: Indian"
Yai Nee Romba Azhaga Irukey,5.3,137 min,2002,All Ages,"Romance: Drama, World Cinema: Indian"
Chirodini Tumi Je Amar,6.5,134 min,2008,13+,"Romance, Romance: Drama, World Cinema: Indian"
Le Halua Le,6.2,146 min,2012,All Ages,"Comedy, Romance, World Cinema: Indian"
Romeo,6,149 min,2011,All Ages,"Drama, Drama: Comedy, Romance, World Cinema: Indian"
Mon Je Kare Uru Uru,6.7,141 min,2010,All Ages,"Romance, World Cinema: Indian"
Love Birds,5.4,160 min,1996,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Paglu,3.3,156 min,2011,13+,"Drama: Comedy, Drama: Romance, Romance: Drama, World Cinema: Indian"
Challenge,5.8,134 min,2009,All Ages,"Comedy, Drama, Romance, World Cinema: Indian"
Noorie,6.3,120 min,1979,16+,"Bollywood, Bollywood: Romance, Romance, Romance: Drama, World Cinema: Indian"
Saawan The Love Season,2.1,122 min,2006,All Ages,"Bollywood: Romance, Romance: Drama, World Cinema: Indian"
Saat Paake Bandha,6.4,133 min,2009,All Ages,"Drama, Romance, World Cinema: Indian"
Awara,5.9,150 min,2012,13+,"Comedy, Romance, Romance: Action/Adventure, World Cinema: Indian"
Deedar,7.6,119 min,1951,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Romance: Drama, World Cinema: Indian"
Gate 2 Gether,,118 min,2011,13+,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Chellamay,6.2,155 min,2004,All Ages,"Drama: Romance, Romance: Thriller, World Cinema: Indian"
I Love You,5.9,151 min,2007,All Ages,"Romance, Romance: Drama, World Cinema: Indian"
Nuvva Nena,5.4,127 min,2012,13+,"Drama: Comedy, Romance: Drama, World Cinema: Indian"
Mon Mane Na,4.9,132 min,2008,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Bandhan,7.5,137 min,2004,All Ages,"Drama, Romance, World Cinema: Indian"
Hero,7.4,148 min,2006,All Ages,"Romance, Romance: Drama, World Cinema: Indian"
Tezaab,7,162 min,1988,All Ages,"Bollywood: Romance, Romance: Drama, World Cinema: Indian"
Paran Jai Jolia Re,5.5,140 min,2009,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Will Penny,7.2,109 min,1968,NR,"Romance: Action/Adventure, Western"
Kellafate,6.5,98 min,2010,13+,"Drama, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian"
An Evening In Paris,6.9,152 min,1967,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance, World Cinema: Indian"
Jackpot,5.8,128 min,2009,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Peralagan,6.4,143 min,2005,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Kashmir Ki Kali,7.1,150 min,1964,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Subhodrishti,8,143 min,2006,All Ages,"Drama, Romance: Drama, World Cinema: Indian"
Ishq Hai Tumse,3,142 min,2004,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Mr And Mrs 55,7.2,143 min,1955,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Oru Naal Oru Kanavu,5.7,139 min,2005,All Ages,"Romance: Drama, World Cinema: Indian"
Julie,6.2,130 min,1975,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Gunaah,5.1,117 min,2002,18+,"Bollywood, Bollywood: Drama, Bollywood: Romance, Drama, Drama: Bollywood, Drama: Crime, Romance, World Cinema: Indian"
Koi Mere Dil Mein Hai,4.5,128 min,2005,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Love In Tokyo,6.8,164 min,1966,All Ages,"Bollywood: Romance, Romance: Drama, World Cinema: Indian"
Chaudhvin Ka Chand,7.3,156 min,1961,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Period, Romance: Drama, World Cinema: Indian"
Bambarakanale,3.7,154 min,2005,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Ek Duuje Ke Liye,7.5,163 min,1981,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Jungle Love,4.2,129 min,1990,18+,"Bollywood: Romance, Romance: Action/Adventure, World Cinema: Indian"
Jaan Tere Naam,7,130 min,1992,All Ages,"Bollywood: Romance, Romance: Drama, World Cinema: Indian"
Kajraare,3.1,112 min,2010,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Junction,,146 min,2005,All Ages,"Romance: Drama, World Cinema: Indian"
Khilona,7.2,158 min,All Ages,n/a,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Faasle,4.2,146 min,1985,16+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Aashiq,3.7,149 min,2001,18+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian"
Waqt Hamara Hai,6.2,147 min,1993,All Ages,"Romance: Action/Adventure, World Cinema: Indian"
Sawan Ki Ghata,6.9,136 min,1976,All Ages,"Bollywood: Romance, Romance: Drama, World Cinema: Indian"
Amar Sangee,,153 min,2009,13+,"Drama, Romance, World Cinema: Indian"
Criminal,5.8,124 min,1995,NR,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Romance, Romance: Drama, World Cinema: Indian"
Josh,6.4,149 min,2010,18+,"Drama: Comedy, Drama: Romance, Romance: Action/Adventure, World Cinema: Indian"
Baharen Phir Bhi Aayengi,7.1,135 min,1966,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance, World Cinema: Indian"
Uuf Kya Jaadoo Mohabbat Hai..!,5.2,134 min,2004,All Ages,"Bollywood: Romance, Romance: Drama, World Cinema: Indian"
Janeman,6,133 min,2012,18+,"Romance: Drama, World Cinema: Indian"
Jashnn The Music Within,3.7,125 min,2009,NR,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Jee Aayan Nu,6.4,187 min,2002,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Bahu Begum,6.4,161 min,1967,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance, World Cinema: Indian"
Hum Pyar Tumhi Se Kar Baithe,5.2,138 min,2002,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Jeena Marna Tere Sang,5.3,150 min,1992,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Sangeet,5.9,137 min,1992,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Yeh Zindagi Kitni Haseen Hai,6.2,131 min,1966,All Ages,"Romance: Drama, World Cinema: Indian"
Heer Ranjha,6.3,159 min,1992,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Amaar Body Guard,,126 min,2012,All Ages,"Drama, Drama: Romance, Romance, World Cinema: Indian"
Ayye Milan Ki Raat,6.7,152 min,1991,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Jeena Teri Gali Mein,6.4,142 min,1991,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Char Adhyay,7,110 min,1997,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Period, Romance: Drama, World Cinema: Indian"
Lal Dupatta Malmal Ka,4.5,130 min,1989,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Kasam Teri Kasam,,156 min,1993,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Manokaamnaa,7.7,109 min,1980,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Jaanam,4.4,126 min,1992,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Romance: Drama, World Cinema: Indian"
Meera Ka Mohan,6.5,148 min,1992,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Aaja Meri Jaan,4.4,162 min,1993,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Love 86,5.9,145 min,1986,All Ages,"Bollywood: Romance, Romance: Drama, World Cinema: Indian"
Mohabbat,5.9,134 min,1985,All Ages,"Bollywood, Romance, World Cinema: Indian"
Sharada,6.4,137 min,1957,All Ages,"Drama, Music/Musical, Romance, World Cinema: Indian"
Jazbaat,5.6,124 min,1980,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
First Love Letter,4.3,165 min,1991,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Phir Lehraya Lal Dupatta,,137 min,1989,All Ages,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance, Romance: Drama, World Cinema: Indian"
Sahibaan,5.6,133 min,1993,All Ages,"Bollywood: Romance, Romance: Drama, World Cinema: Indian"
The Hornet’s Nest,6.5,96 min,2014,18+,Documentary: Military
Nuts!,7.3,78 min,2016,NR,"Documentary: Biography, Documentary: History"
Music of Satyajit Ray,7.6,52 min,1984,All Ages,"Documentary: Entertainment, Documentary: Music, World Cinema: Indian"
Kaashmora,5.7,161 min,2016,13+,"Horror: Comedy, Horror: Ghosts/Supernatural, World Cinema: Indian"
Joker,8.8,129 min,2016,All Ages,"Drama: Political, World Cinema: Indian"
Theri,7.2,150 min,2016,All Ages,"Action/Adventure: Crime, Drama: Crime, Drama: Romance, World Cinema: Indian"
Kabali,6.6,143 min,2016,All Ages,"Action/Adventure: Crime, Drama: Crime, World Cinema: Indian"
Dhruvangal Pathinaru,n/a,104 min,2016,13+,"Thriller: Crime, Thriller: Mystery, Thriller: Psychological"
Aaha Kalyanam,6.2,141 min,2014,13+,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Michael Madhana Kamarajan,8.5,160 min,1990,All Ages,"Comedy: Drama, World Cinema: Indian"
Pudhupettai,8.4,170 min,2006,13+,"Drama: Crime, World Cinema: Indian"
The Jungle Bunch: Back To The Ice Floe,5.3,54 min,2012,All Ages,"Animated: Children, Children: Animated/Cartoon"
Thalapathi,8.6,156 min,1991,13+,"Action/Adventure: Crime, Drama: Crime, World Cinema: Indian"
Alaipayuthey,8.3,140 min,2000,All Ages,"Romance, Romance: Drama, World Cinema: Indian"
Anbe sivam,8.9,159 min,2003,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Nayagan,9.4,156 min,1987,13+,"Drama, Drama: Crime, World Cinema: Indian"
Jeans,6.3,166 min,1998,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Adigaram 79,,92 min,2012,13+,"Action/Adventure: Martial Arts, Drama: Thriller, Thriller: Crime, World Cinema: Indian"
Minsarakanvau,7,152 min,1997,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Five Star,5.7,134 min,2002,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Kannathil Muthamittal,8.5,136 min,2002,All Ages,"Drama, Drama: Family, Drama: Political, World Cinema: Indian"
Sasanam,,154 min,2005,All Ages,"Drama, World Cinema: Indian"
Bombay,8.1,140 min,1995,All Ages,"Drama: Crime, Drama: Political, Drama: Romance, World Cinema: Indian"
Kasethan Kadavulada,7.7,135 min,1972,All Ages,"Drama: Comedy, World Cinema: Indian"
Samsaram Adhu Minsaram,7.2,138 min,1986,13+,"Drama, World Cinema: Indian"
Dum Dum Dum,7.2,153 min,2001,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Gentleman,8,160 min,1993,All Ages,"Action/Adventure: Crime, Drama: Crime, Drama: Romance, World Cinema: Indian"
Thiruda Thiruda,7.2,170 min,1993,All Ages,"Comedy: Action/Adventure, World Cinema: Indian"
Uyire,7.8,165 min,1998,All Ages,"Romance: Thriller, World Cinema: Indian"
Kaadhalan,7.2,169 min,1994,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Athey Kangal,7.1,165 min,1967,All Ages,"Drama, Drama: Crime, Drama: Mystery, Drama: Thriller, Drama: Romance, World Cinema: Indian"
Maanagrakaval,,150 min,1991,All Ages,"Action/Adventure: Espionage & Spies, Drama: Crime, World Cinema: Indian"
Anbevaa,7.2,174 min,1966,All Ages,"Drama, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Citizen,7.1,172 min,2001,13+,"Drama: Crime, Drama: Thriller, World Cinema: Indian"
Deep Blue Sea,5.8,104 min,1999,NR,Thriller
Mundhanai Mudichi,6.9,150 min,1983,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Yejaman,6.6,153 min,1993,All Ages,"Drama, World Cinema: Indian"
Dreams,,149 min,2004,13+,"Drama: Romance, World Cinema: Indian"
Singaravelan,7.3,151 min,1992,All Ages,"Comedy: Drama, Comedy: Romance, World Cinema: Indian"
Mullum Malarum,8.3,135 min,1978,All Ages,"Drama: Family, World Cinema: Indian"
Nearukku Near,7.2,151 min,1997,All Ages,"Drama, World Cinema: Indian"
Vaalee,,159 min,1999,18+,"Thriller: Crime, Thriller: Drama, World Cinema: Indian"
Chandra Kala,,144 min,2014,13+,"Drama: Mystery, Horror: Ghosts/Supernatural, World Cinema: Indian"
Sethupathi IPS,6.4,128 min,1994,All Ages,"Action/Adventure: Crime, Action/Adventure: Espionage & Spies, World Cinema: Indian"
Tamizhan,5.2,162 min,2002,13+,"Drama: Crime, Drama: Political, World Cinema: Indian"
Samurai,6.3,178 min,2002,13+,"Drama, Drama: Crime, World Cinema: Indian"
Gemini,6.2,156 min,2002,All Ages,"Action/Adventure: Crime, Drama: Crime, Drama: Romance, World Cinema: Indian"
Sakalakala Vallavan,6.8,137 min,1982,All Ages,"Drama, World Cinema: Indian"
Amarkalam,7.3,148 min,1999,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
A Aa E Ee,6,137 min,2009,All Ages,"Comedy, Romance, World Cinema: Indian"
Unnai Ninaithu,8.4,163 min,2002,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Aanjaneya,3.8,174 min,2003,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Parasakthi,7.3,170 min,1952,All Ages,"Drama, World Cinema: Indian"
Bhagavathy,5.3,157 min,2002,13+,"Drama, Drama: Crime, World Cinema: Indian"
Snegithiye,6.8,154 min,2000,All Ages,"Drama: Crime, Drama: Mystery, Drama: Thriller, World Cinema: Indian"
Kadhal Desam,7,142 min,1996,All Ages,"Romance, World Cinema: Indian"
Marupakkam,7.3,83 min,1990,All Ages,"Drama: Family, World Cinema: Indian"
Mella Thiranthathu Kadhavu,7.2,142 min,1986,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Sooriyan,,152 min,1992,All Ages,"Drama: Crime, World Cinema: Indian"
Yai Nee Romba Azhaga Irukey,5.3,137 min,2002,All Ages,"Romance: Drama, World Cinema: Indian"
Manithan,7,139 min,1987,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Bharathi Kannama,,148 min,1997,All Ages,"Drama: Romance, World Cinema: Indian"
Rajapart Rangadurai,7.5,150 min,1973,All Ages,"Drama, World Cinema: Indian"
Nallavanukku Nallavan,6.8,156 min,1984,All Ages,"Drama, World Cinema: Indian"
Aasai,7.6,145 min,1995,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Priyamana Thozhi,5.3,149 min,2005,All Ages,"Drama, World Cinema: Indian"
Ninaithadhai Mudippavan,7.2,158 min,1974,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Mugavari,7.1,156 min,2000,All Ages,"Drama, World Cinema: Indian"
Love Birds,5.4,160 min,1996,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Kangalal Kaithu Sei,5.3,144 min,2004,All Ages,"Drama: Romance, World Cinema: Indian"
Ponnumani,6.3,149 min,1993,All Ages,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian"
Whistle,5.8,153 min,2003,All Ages,"Thriller: Drama, Thriller: Mystery, World Cinema: Indian"
Murattukaalai,6.9,138 min,1980,All Ages,"Drama, World Cinema: Indian"
Middle Class Madhavan,,153 min,2001,All Ages,"Drama: Comedy, Drama: Romance, World Cinema: Indian"
Chellamay,6.2,155 min,2004,All Ages,"Drama: Romance, Romance: Thriller, World Cinema: Indian"
Kadhal Sadugudu,7.1,146 min,2003,All Ages,"Drama: Romance, World Cinema: Indian"
Vayasu Pasanga,,132 min,2004,13+,"Drama: Romance, World Cinema: Indian"
Paayum Puli,7.3,130 min,1983,All Ages,"Drama: Crime, World Cinema: Indian"
Dass,3.3,154 min,2005,13+,"Drama, Drama: Romance, World Cinema: Indian"
Aval Varuvala,6.1,145 min,1998,13+,"Drama: Romance, World Cinema: Indian"
Anbe Anbe,,139 min,2003,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Once More,6.1,160 min,1997,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Super Kudumbam,,140 min,2001,All Ages,"Drama: Comedy, World Cinema: Indian"
Ulagam Piranthathu Enakkaga,,148 min,1990,All Ages,"Drama, World Cinema: Indian"
Thiru Thiru,,115 min,2005,NR,"Comedy: Drama, World Cinema: Indian"
Kannadi Pookkal,,147 min,2005,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Peralagan,6.4,143 min,2005,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Thaye Bhuvaneshwari,,128 min,2005,13+,"Drama, Mythology, World Cinema: Indian"
Karmegam,3.6,138 min,2002,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
En Purushan Kuzhanthai Mathiri,,146 min,2001,All Ages,"Drama, World Cinema: Indian"
Oru Naal Oru Kanavu,5.7,139 min,2005,All Ages,"Romance: Drama, World Cinema: Indian"
Thiagu,,124 min,1990,All Ages,"Drama, World Cinema: Indian"
Uliyin Osai,,141 min,2008,All Ages,"Drama: Period, World Cinema: Indian"
Junior Senior,2.8,137 min,2002,All Ages,"Drama: Romance, World Cinema: Indian"
Dosth,5.2,154 min,2001,13+,"Drama, World Cinema: Indian"
Band Master,,141 min,1993,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Anbu Sagotharan,,157 min,2005,All Ages,"Drama, World Cinema: Indian"
Bambarakanale,3.7,154 min,2005,All Ages,"Drama: Romance, Romance: Drama, World Cinema: Indian"
Chinna Kannama,6.6,130 min,1993,All Ages,"Drama, World Cinema: Indian"
Singara Chennai,,108 min,2004,All Ages,"Drama, World Cinema: Indian"
Pengal,,115 min,2005,All Ages,"Drama, World Cinema: Indian"
Neranja Manasu,2.5,152 min,2004,All Ages,"Drama, Drama: Crime, World Cinema: Indian"
Ennama Kannu,,144 min,2000,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Kannan Varuvan,6,135 min,2000,All Ages,"Drama: Family, World Cinema: Indian"
Junction,,146 min,2005,All Ages,"Romance: Drama, World Cinema: Indian"
Paattu Ondru Ketten,,118 min,1991,All Ages,"Drama: Crime, Thriller: Crime, World Cinema: Indian"
Kummalam,,135 min,2002,13+,"Drama, World Cinema: Indian"
Simhadripuram,,132 min,2016,13+,"Drama: Crime, Drama: Romance, World Cinema: Indian"
Ooty,,136 min,1999,All Ages,"Drama, Drama: Romance, World Cinema: Indian"
Krishna,,132 min,1996,13+,"Drama: Romance, World Cinema: Indian"
Madhu,,138 min,2005,All Ages,"Drama: Romance, World Cinema: Indian"
Sakthivel,,149 min,1994,All Ages,"Drama, World Cinema: Indian"
Pallavan,,139 min,2003,13+,"Drama: Romance, World Cinema: Indian"
Kalinga,,122 min,2006,13+,"Drama: Crime, Drama: Romance, World Cinema: Indian"
Kadhale Jeyam,,134 min,2002,All Ages,"Drama: Romance, World Cinema: Indian"
Ae Dil Hai Mushkil,5.8,155 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, World Cinema: Indian"
Shivaay,6.5,153 min,2016,13+,"Bollywood: Action/Adventure, Bollywood: Drama, Drama: Bollywood, Drama: Crime, World Cinema: Indian"
13 Hours: The Secret Soldiers of Benghazi,7.3,144 min,2016,NR,Drama
The Conjuring 2,7.4,133 min,2016,18+,"Horror, Thriller"
The Legend of Tarzan,6.3,109 min,2016,13+,Action/Adventure
Sultan,7.2,169 min,2016,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Romance, Sport: Wrestling, World Cinema: Indian"
Baar Baar Dekho,5.2,135 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Romance, Romance: Drama, Sci-Fi/Fantasy, World Cinema: Indian"
Rock On 2,5,141 min,2016,NR,"Drama: Musical, World Cinema: Indian"
Striptease,4.3,115 min,1996,18+,"Comedy: Crime, Comedy: Drama, Comedy: Mature"
Wajah Tum Ho,4.3,130 min,2016,18+,"Bollywood: Thriller, Thriller: Crime, Thriller: Drama, Thriller: Mystery, World Cinema: Indian"
Batman v Superman: Dawn of Justice,6.7,151 min,2016,13+,Action/Adventure: Superheroes
Dil Dhadakne Do,6.8,171 min,2015,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
Kapoor & Sons,7.8,137 min,2016,13+,"Bollywood: Drama, Drama: Bollywood, World Cinema: Indian"
Humpty Sharma Ki Dulhania,6,131 min,2014,13+,"Bollywood: Drama, Drama: Bollywood, Drama: Comedy, Drama: Romance, World Cinema: Indian"
She’s Out of My League,6.4,104 min,2010,18+,"Comedy, Comedy: Mature"
Rocket Singh Salesman of the Year,7.5,154 min,2009,13+,"Bollywood: Comedy, Bollywood: Drama, Comedy: Drama, Drama: Bollywood, Drama: Comedy, World Cinema: Indian"
Mission: Impossible – Rogue Nation,7.4,131 min,2015,13+,"Action/Adventure: Espionage & Spies, Action/Adventure: Thriller, Thriller: Action/Adventure"
The Dictator,6.4,83 min,2012,18+,Comedy: Mature
Detective Byomkesh Bakshy,7.7,138 min,2015,16+,"Bollywood, Bollywood: Thriller, Thriller, Thriller: Crime, Thriller: Mystery, World Cinema: Indian"
EIC: Outrage,n/a,63 min,2017,NR,"Comedy: Stand-up, World Cinema: Indian"
SpongeBob SquarePants: Sponge Out Of Water,6,92 min,2015,All Ages,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Animated"
The Lego Movie,7.8,100 min,2014,7+,"Animated: Children, Children: Animated/Cartoon, Children: Comedy, Family: Animated"
Chhota Bheem Himalayan Adventure,6.9,94 min,2016,All Ages,"Animated: Children, Children: Animated/Cartoon, World Cinema: Indian"
Rock On,7.8,143 min,2008,All Ages,"Bollywood: Drama, Drama: Bollywood, Music/Musical: Music – Rock/Pop, World Cinema: Indian"
Teraa Surroor,2.7,99 min,2016,13+,"Bollywood: Drama, Bollywood: Romance, Drama: Bollywood, Drama: Crime, Drama: Mystery, Romance: Drama, World Cinema: Indian"
Gippi,5.6,93 min,2013,13+,"Bollywood: Comedy, Bollywood: Drama, Drama: Bollywood, Teen: Comedy, Teen: Drama, World Cinema: Indian"
